kniha,autor,vytvoreno,poznamka,umisteni
Faktomluva,Hans Rosling;Ola Rosling;Anna Roslingová Rönnlundová,"Added on Wednesday, July 24, 2019 8:41:27 AM","Největším orgánem našeho těla je kůže. Před objevem moderních léků patřila k nejhorším kožním nemocem syfilis. Začínala jako svědivé vřídky a pak si prokousala cestu do kostí, až postihla celou kostru. Nemoc způsobující ohavný vzhled a nesnesitelnou bolest měla v různých zemích různá jména. V Rusku chorobě říkali „polská nemoc“. V Polsku to byla „německá nemoc“, v Německu „francouzská nemoc“ a ve Francii „italská nemoc“. Italové vinu házeli zpátky a nazývali ji „francouzská nemoc“.",Your Highlight on Location 2724-2728
